iter	Logloss
0	0.6830854704
1	0.6731650313
2	0.6631707897
3	0.6540385526
4	0.645258626
5	0.6369101971
6	0.6283133837
7	0.6201057377
8	0.6117228347
9	0.6041650415
10	0.5967894214
11	0.5895271901
12	0.5819677765
13	0.5754609978
14	0.5688369695
15	0.5618952084
16	0.5550611369
17	0.5487946623
18	0.5425180427
19	0.5361689027
20	0.5303413444
21	0.5244020588
22	0.5180362248
23	0.5124164624
24	0.5072049908
25	0.5014896841
26	0.4965684287
27	0.4919257732
28	0.4872687277
29	0.4827539582
30	0.4782865679
31	0.4736192778
32	0.4684469278
33	0.4639454763
34	0.4601674054
35	0.4559221692
36	0.45180232
37	0.4477207643
38	0.4436449797
39	0.439188333
40	0.4355687885
41	0.432179027
42	0.4283250877
43	0.4246529914
44	0.421047318
45	0.4172166242
46	0.4139880506
47	0.4106739749
48	0.407905919
49	0.4052111239
50	0.4025441697
51	0.3999823955
52	0.3968237266
53	0.3943721429
54	0.3917994523
55	0.3893032926
56	0.3866855527
57	0.3843446897
58	0.3817405901
59	0.3796009346
60	0.37742785
61	0.374985988
62	0.3725553235
63	0.3706131144
64	0.3682779058
65	0.3659691703
66	0.3642523242
67	0.3623647634
68	0.3605354074
69	0.3589169196
70	0.3572257197
71	0.3556463267
72	0.3540859368
73	0.3520327073
74	0.3505003121
75	0.3486754702
76	0.3468097287
77	0.3450234423
78	0.3437182732
79	0.3423983081
80	0.3409068804
81	0.3397297693
82	0.33814465
83	0.3369459152
84	0.335335429
85	0.3337637064
86	0.33262051
87	0.3312225753
88	0.3299263197
89	0.3288811333
90	0.3276796843
91	0.32630837
92	0.32528345
93	0.3242508433
94	0.3228896732
95	0.3219231064
96	0.3208722447
97	0.3197313095
98	0.3188636572
99	0.317893377
100	0.3170630631
101	0.3161089931
102	0.3152553163
103	0.3142642462
104	0.3135054669
105	0.3126848054
106	0.3118973442
107	0.3111455501
108	0.3101271181
109	0.3094991057
110	0.3088093423
111	0.308096982
112	0.3072962068
113	0.3066160525
114	0.3059112982
115	0.3052794892
116	0.3046094328
117	0.3038777343
118	0.303021075
119	0.3022926454
120	0.3015732226
121	0.301058784
122	0.3001852066
123	0.299483633
124	0.2989679475
125	0.2983667889
126	0.2979154246
127	0.2974200427
128	0.296935886
129	0.2963253771
130	0.2958609832
131	0.2953998032
132	0.2949448679
133	0.2945099931
134	0.2938652042
135	0.2932061504
136	0.2927532402
137	0.292267757
138	0.2918805319
139	0.2913568586
140	0.2909598155
141	0.2905258765
142	0.2899938522
143	0.2895743152
144	0.2890055361
145	0.2886332799
146	0.2882821858
147	0.2878993221
148	0.2874224809
149	0.2871260967
150	0.2867885323
151	0.2864950866
152	0.2861507096
153	0.2858289993
154	0.2854950186
155	0.2851181767
156	0.2848438487
157	0.2844594229
158	0.2841581507
159	0.2838748831
160	0.283585562
161	0.2833434649
162	0.2830944853
163	0.2826622414
164	0.2823942428
165	0.2821413359
