iter	Passed	Remaining
0	69	376882
1	139	380314
2	198	359598
3	257	350069
4	317	345856
5	364	330452
6	421	327285
7	482	327703
8	541	327362
9	597	324473
10	648	320129
11	704	318828
12	761	318381
13	810	314588
14	863	312536
15	917	311186
16	975	311462
17	1032	311241
18	1089	311038
19	1139	309140
20	1199	309828
21	1252	308746
22	1312	309309
23	1372	310098
24	1433	310765
25	1491	310927
26	1544	309829
27	1602	309947
28	1654	308900
29	1703	307521
30	1762	307736
31	1817	307511
32	1867	306339
33	1921	305735
34	1978	305887
35	2033	305554
36	2084	304715
37	2133	303594
38	2188	303308
39	2232	301639
40	2279	300393
41	2325	299216
42	2384	299524
43	2434	298820
44	2482	297869
45	2541	298291
46	2589	297392
47	2642	297157
48	2703	297682
49	2752	297025
50	2800	296225
51	2858	296459
52	2912	296342
53	2967	296252
54	3021	296132
55	3082	296588
56	3145	297287
57	3199	297182
58	3252	296877
59	3304	296597
60	3362	296766
61	3407	295884
62	3462	295765
63	3520	296016
64	3573	295798
65	3625	295516
66	3681	295469
67	3734	295296
68	3787	295116
69	3850	295684
70	3910	296010
71	3972	296458
72	4027	296412
73	4084	296440
74	4146	296916
75	4200	296734
76	4259	296956
77	4315	296958
78	4372	296966
79	4416	296177
80	4482	296864
81	4536	296729
82	4599	297111
83	4658	297284
84	4718	297520
85	4775	297573
86	4834	297735
87	4892	297855
88	4943	297489
89	5001	297567
90	5050	297175
91	5114	297586
92	5177	297929
93	5234	297976
94	5297	298338
95	5351	298201
96	5408	298191
97	5474	298719
98	5525	298377
99	5580	298258
100	5631	297974
101	5703	298777
102	5764	298947
103	5827	299256
104	5882	299169
105	5937	299057
106	6007	299696
107	6064	299669
108	6116	299448
109	6180	299751
110	6240	299884
111	6303	300163
112	6366	300416
113	6437	301041
114	6503	301430
115	6618	304051
116	6732	306605
117	6788	306443
118	6845	306380
119	6909	306594
120	6965	306501
121	7035	306957
122	7095	306990
123	7161	307321
124	7234	307903
125	7300	308201
126	7356	308045
127	7421	308296
128	7474	308022
129	7532	307966
130	7599	308284
131	7656	308172
132	7726	308581
133	7791	308795
134	7860	309192
135	7918	309124
136	7986	309450
137	8052	309657
138	8117	309874
139	8178	309903
140	8245	310177
141	8306	310189
142	8371	310376
143	8435	310514
144	8495	310542
145	8565	310868
146	8632	311130
147	8687	310913
148	8750	311011
149	8812	311069
150	8879	311305
151	8942	311392
152	9009	311615
153	9073	311756
154	9144	312100
155	9211	312311
156	9263	311998
157	9334	312361
158	9408	312774
159	9475	312983
160	9532	312859
161	9603	313173
162	9663	313139
163	9726	313199
164	9796	313501
165	9867	313799
166	9930	313862
167	9996	313998
168	10060	314067
169	10132	314412
170	10196	314471
171	10260	314546
172	10330	314819
173	10386	314629
174	10439	314374
175	10499	314336
176	10572	314664
177	10637	314761
178	10714	315205
179	10779	315305
180	10846	315442
181	10917	315694
182	10989	315989
183	11055	316104
184	11119	316146
185	11183	316201
186	11254	316448
187	11318	316503
188	11390	316766
189	11466	317126
190	11544	317576
191	11614	317757
192	11681	317882
193	11754	318160
194	11822	318308
195	11883	318244
196	11954	318457
197	12020	318552
198	12086	318625
199	12149	318624
200	12212	318610
201	12282	318810
202	12343	318743
203	12406	318725
204	12475	318890
205	12541	318945
206	12607	319032
207	12681	319303
208	12755	319570
209	12818	319534
210	12883	319584
211	12951	319703
212	13014	319690
213	13080	319731
214	13148	319854
215	13213	319876
216	13281	319972
217	13348	320055
218	13415	320127
219	13482	320219
220	13551	320326
221	13617	320383
222	13686	320502
223	13748	320453
224	13824	320737
225	13897	320932
226	13962	320946
227	14027	320972
228	14097	321110
229	14161	321105
230	14227	321142
231	14295	321215
232	14365	321332
233	14428	321317
234	14498	321442
235	14559	321351
236	14627	321436
237	14700	321609
238	14768	321684
239	14834	321717
240	14901	321767
241	14966	321771
242	15037	321918
243	15110	322091
244	15174	322072
245	15242	322127
246	15306	322116
247	15376	322232
248	15445	322312
249	15508	322260
250	15582	322457
251	15647	322442
252	15708	322365
253	15774	322379
254	15839	322389
255	15908	322452
256	15993	322851
257	16059	322868
258	16138	323146
259	16202	323117
260	16263	323022
261	16330	323049
262	16400	323141
263	16463	323088
264	16536	323239
265	16604	323286
266	16674	323381
267	16731	323205
268	16789	323065
269	16856	323082
270	16922	323095
271	16993	323195
272	17057	323146
273	17125	323202
274	17187	323115
275	17250	323079
276	17310	322970
277	17374	322933
278	17445	323025
279	17511	323022
280	17582	323121
281	17650	323162
282	17718	323188
283	17790	323306
284	17849	323171
285	17917	323206
286	17984	323224
287	18046	323148
288	18109	323088
289	18179	323158
290	18245	323146
291	18312	323161
292	18383	323257
293	18453	323316
294	18522	323351
295	18584	323284
296	18653	323333
297	18712	323207
298	18770	323059
299	18840	323121
300	18906	323112
301	18976	323158
302	19038	323080
303	19097	322968
304	19163	322960
305	19230	322958
306	19292	322884
307	19361	322918
308	19428	322924
309	19493	322895
310	19565	322996
311	19634	323022
312	19699	322989
313	19765	322989
314	19828	322927
315	19904	323071
316	19973	323104
317	20040	323103
318	20104	323065
319	20174	323114
320	20241	323111
321	20311	323156
322	20370	323034
323	20426	322848
324	20495	322878
325	20563	322896
326	20632	322929
327	20696	322881
328	20755	322753
329	20816	322661
330	20876	322542
331	20947	322605
332	21015	322608
333	21076	322520
334	21147	322582
335	21216	322600
336	21273	322444
337	21333	322335
338	21397	322285
339	21453	322112
340	21519	322090
341	21589	322142
342	21647	322001
343	21711	321948
344	21783	322009
345	21841	321874
346	21903	321803
347	21977	321892
348	22045	321898
349	22113	321909
350	22189	322032
351	22250	321930
352	22310	321832
353	22363	321617
354	22431	321622
355	22483	321396
356	22539	321239
357	22608	321248
358	22670	321176
359	22735	321140
360	22800	321107
361	22870	321128
362	22925	320959
363	22987	320872
364	23044	320732
365	23101	320584
366	23159	320442
367	23215	320280
368	23279	320239
369	23339	320123
370	23413	320209
371	23470	320074
372	23532	319996
373	23600	319990
374	23657	319849
375	23714	319709
376	23778	319651
377	23834	319500
378	23891	319347
379	23956	319315
380	24017	319226
381	24086	319235
382	24150	319196
383	24207	319053
384	24266	318930
385	24322	318772
386	24389	318763
387	24451	318692
388	24517	318663
389	24587	318686
390	24650	318632
391	24714	318573
392	24777	318514
393	24839	318440
394	24900	318345
395	24960	318243
396	25022	318165
397	25089	318157
398	25147	318029
399	25204	317893
400	25275	317929
401	25332	317793
402	25391	317674
403	25445	317504
404	25499	317321
405	25579	317469
406	25645	317446
407	25698	317267
408	25757	317149
409	25825	317146
410	25883	317031
411	25939	316877
412	26000	316791
413	26074	316860
414	26133	316754
415	26194	316664
416	26255	316574
417	26315	316484
418	26366	316277
419	26427	316190
420	26491	316141
421	26549	316017
422	26608	315910
423	26665	315769
424	26719	315605
425	26779	315504
426	26847	315505
427	26913	315477
428	26968	315327
429	27037	315328
430	27101	315277
431	27160	315172
432	27216	315034
433	27274	314911
434	27331	314781
435	27379	314551
436	27444	314507
437	27495	314316
438	27548	314138
439	27602	313975
440	27655	313807
441	27719	313762
442	27772	313581
443	27826	313426
444	27889	313369
445	27949	313273
446	28012	313209
447	28062	313004
448	28125	312946
449	28189	312899
450	28247	312785
451	28312	312754
452	28366	312592
453	28424	312484
454	28479	312334
455	28534	312185
456	28583	311979
457	28637	311827
458	28690	311659
459	28751	311574
460	28803	311404
461	28855	311229
462	28917	311163
463	28979	311089
464	29035	310962
465	29092	310838
466	29152	310748
467	29204	310574
468	29258	310432
469	29311	310267
470	29360	310063
471	29421	309980
472	29475	309838
473	29534	309742
474	29584	309546
475	29652	309539
476	29705	309385
477	29759	309232
478	29824	309198
479	29880	309079
480	29931	308899
481	29985	308750
482	30042	308633
483	30090	308428
484	30142	308260
485	30202	308176
486	30275	308229
487	30334	308132
488	30392	308028
489	30447	307890
490	30512	307854
491	30562	307673
492	30610	307474
493	30671	307393
494	30737	307377
495	30797	307294
496	30852	307159
497	30912	307076
498	30969	306966
499	31033	306918
500	31099	306894
501	31162	306844
502	31206	306603
503	31259	306454
504	31317	306349
505	31374	306246
506	31423	306051
507	31472	305869
508	31528	305743
509	31579	305579
510	31624	305350
511	31671	305143
512	31731	305066
513	31780	304883
514	31833	304740
515	31896	304681
516	31962	304665
517	32018	304548
518	32072	304414
519	32145	304457
520	32200	304333
521	32255	304200
522	32307	304047
523	32372	304018
524	32443	304037
525	32491	303851
526	32546	303725
527	32602	303608
528	32655	303463
529	32705	303296
530	32750	303081
531	32805	302960
532	32868	302907
533	32923	302782
534	32980	302679
535	33031	302517
536	33080	302348
537	33130	302181
538	33180	302007
539	33230	301841
540	33283	301709
541	33334	301543
542	33387	301408
543	33428	301165
544	33477	300991
545	33519	300752
546	33578	300674
547	33636	300579
548	33677	300339
549	33727	300170
550	33784	300079
551	33834	299910
552	33895	299849
553	33952	299750
554	33995	299532
555	34051	299423
556	34111	299348
557	34169	299262
558	34219	299096
559	34266	298912
560	34318	298770
561	34368	298613
562	34420	298475
563	34471	298329
564	34534	298281
565	34584	298125
566	34630	297935
567	34686	297829
568	34739	297701
569	34796	297604
570	34852	297493
571	34909	297399
572	34954	297204
573	35004	297050
574	35064	296983
575	35120	296874
576	35172	296739
577	35222	296591
578	35277	296475
579	35344	296468
580	35411	296457
581	35464	296333
582	35520	296228
583	35578	296144
584	35646	296137
585	35697	295993
586	35749	295859
587	35805	295757
588	35855	295609
589	35906	295468
590	35957	295329
591	36016	295246
592	36059	295040
593	36112	294921
594	36162	294772
595	36226	294736
596	36277	294594
597	36340	294553
598	36388	294386
599	36439	294252
600	36492	294127
601	36546	294014
602	36598	293881
603	36662	293843
604	36709	293677
605	36755	293496
606	36800	293313
607	36843	293114
608	36900	293024
609	36978	293099
610	37036	293020
611	37103	293007
612	37148	292827
613	37205	292735
614	37263	292653
615	37312	292505
616	37361	292351
617	37409	292195
618	37467	292112
619	37516	291959
620	37570	291849
621	37629	291782
622	37671	291577
623	37721	291436
624	37773	291305
625	37820	291146
626	37867	290979
627	37915	290827
628	37978	290783
629	38025	290622
630	38085	290564
631	38130	290382
632	38188	290307
633	38233	290129
634	38285	290005
635	38339	289893
636	38384	289718
637	38443	289653
638	38491	289496
639	38537	289334
640	38588	289206
641	38639	289077
642	38684	288898
643	38751	288890
644	38794	288702
645	38852	288624
646	38910	288548
647	38976	288530
648	39029	288418
649	39074	288249
650	39129	288151
651	39186	288068
652	39243	287984
653	39290	287831
654	39343	287715
655	39398	287623
656	39464	287607
657	39529	287583
658	39576	287428
659	39640	287393
660	39687	287240
661	39752	287213
662	39797	287047
663	39845	286900
664	39888	286715
665	39951	286679
666	40005	286577
667	40069	286548
668	40131	286498
669	40196	286474
670	40238	286283
671	40281	286104
672	40333	285989
673	40387	285885
674	40445	285813
675	40496	285695
676	40539	285515
677	40586	285360
678	40633	285212
679	40691	285141
680	40746	285042
681	40796	284920
682	40843	284770
683	40886	284589
684	40945	284528
685	40998	284421
686	41047	284282
687	41094	284136
688	41142	283999
689	41204	283953
690	41258	283854
691	41306	283710
692	41356	283588
693	41398	283407
694	41448	283278
695	41504	283194
696	41557	283092
697	41623	283074
698	41675	282964
699	41730	282875
700	41777	282724
701	41832	282638
702	41885	282533
703	41932	282386
704	41977	282234
705	42028	282115
706	42085	282037
707	42151	282022
708	42211	281964
709	42276	281943
710	42323	281797
711	42366	281629
712	42423	281552
713	42467	281390
714	42527	281335
715	42574	281194
716	42633	281129
717	42693	281078
718	42746	280976
719	42786	280787
720	42827	280605
721	42870	280441
722	42919	280312
723	42980	280262
724	43025	280109
725	43072	279968
726	43139	279959
727	43205	279948
728	43271	279930
729	43316	279775
730	43362	279632
731	43424	279589
732	43481	279515
733	43523	279344
734	43583	279290
735	43638	279201
736	43686	279071
737	43740	278981
738	43792	278872
739	43837	278720
740	43881	278567
741	43932	278454
742	43992	278404
743	44055	278366
744	44112	278296
745	44157	278145
746	44206	278019
747	44260	277927
748	44307	277796
749	44362	277707
750	44425	277671
751	44472	277537
752	44523	277431
753	44575	277322
754	44624	277203
755	44673	277079
756	44717	276928
757	44762	276783
758	44818	276705
759	44865	276572
760	44917	276471
761	44969	276367
762	45021	276263
763	45074	276169
764	45115	276000
765	45181	275985
766	45222	275817
767	45284	275777
768	45346	275734
769	45389	275580
770	45430	275413
771	45479	275293
772	45525	275155
773	45581	275078
774	45643	275038
775	45686	274883
776	45726	274711
777	45780	274626
778	45837	274552
779	45886	274436
780	45934	274313
781	45983	274193
782	46031	274075
783	46077	273938
784	46135	273873
785	46190	273793
786	46244	273706
787	46301	273638
788	46357	273564
789	46413	273484
790	46466	273397
791	46511	273254
792	46564	273162
793	46610	273027
794	46663	272937
795	46703	272771
796	46755	272672
797	46810	272592
798	46857	272463
799	46900	272317
800	46949	272202
801	47008	272143
802	47059	272043
803	47101	271888
804	47149	271765
805	47194	271634
806	47243	271515
807	47296	271429
808	47345	271314
809	47409	271287
810	47479	271295
811	47527	271175
812	47577	271066
813	47640	271035
814	47682	270884
815	47738	270809
816	47785	270685
817	47851	270673
818	47916	270651
819	47980	270622
820	48023	270478
821	48061	270302
822	48112	270203
823	48171	270148
824	48226	270068
825	48273	269944
826	48318	269811
827	48367	269703
828	48414	269576
829	48461	269458
830	48503	269306
831	48555	269215
832	48612	269147
833	48654	268998
834	48699	268869
835	48740	268715
836	48784	268579
837	48836	268482
838	48877	268333
839	48928	268231
840	48981	268144
841	49038	268080
842	49087	267974
843	49129	267825
844	49178	267715
845	49227	267607
846	49277	267505
847	49324	267388
848	49381	267324
849	49426	267192
850	49474	267080
851	49536	267045
852	49593	266976
853	49638	266848
854	49683	266723
855	49751	266719
856	49795	266582
857	49845	266480
858	49903	266424
859	49946	266283
860	49992	266162
861	50043	266066
862	50103	266018
863	50158	265946
864	50214	265873
865	50266	265784
866	50311	265656
867	50371	265610
868	50424	265525
869	50467	265387
870	50513	265267
871	50560	265150
872	50607	265036
873	50646	264881
874	50699	264797
