iter	Logloss
0	0.6830221649
1	0.6733843816
2	0.6638915649
3	0.6542074374
4	0.6460335444
5	0.6366201644
6	0.627975144
7	0.6199015798
8	0.612171372
9	0.6044975226
10	0.5967520936
11	0.5889027642
12	0.5817587858
13	0.5748262069
14	0.5676781413
15	0.5612255015
16	0.5546743846
17	0.5480827859
18	0.5421747473
19	0.5363116083
20	0.5305895162
21	0.5245824835
22	0.5191170066
23	0.5140811972
24	0.5080159484
25	0.5019660602
26	0.4969603521
27	0.4914129314
28	0.486712325
29	0.481403043
30	0.4766466782
31	0.4721588624
32	0.4672892449
33	0.4631817229
34	0.4590642316
35	0.4544424597
36	0.4504909279
37	0.4467415884
38	0.4431878714
39	0.4391072626
40	0.4352790545
41	0.4318160013
42	0.4282211418
43	0.4251468974
44	0.4219725921
45	0.4182102489
46	0.4152041717
47	0.4120081056
48	0.4091843842
49	0.4058834708
50	0.4025880938
51	0.3993763636
52	0.3965198215
53	0.3938865699
54	0.3915618315
55	0.3887401628
56	0.3862915507
57	0.3835357265
58	0.3812911287
59	0.378991616
60	0.3766854643
61	0.3745703088
62	0.3726475392
63	0.3706576843
64	0.3687969222
65	0.3668251584
66	0.3647587778
67	0.3629349887
68	0.3610652519
69	0.3594242636
70	0.3573117494
71	0.3552220464
72	0.3536003156
73	0.3520379391
74	0.3501829175
75	0.3486811412
76	0.3469815532
77	0.3454931339
78	0.3440646037
79	0.3424718332
80	0.3407580347
81	0.3393281994
82	0.3376984169
83	0.3360306204
84	0.3347709486
85	0.3336238761
86	0.3320386485
87	0.3309991068
88	0.329581661
89	0.3283704991
90	0.3271740082
91	0.3261451268
92	0.3250439528
93	0.3240314683
94	0.3230644288
95	0.3221521423
96	0.3208985004
97	0.3200289257
98	0.3189126737
99	0.3180622482
100	0.3169930733
101	0.3159858489
102	0.3151526252
103	0.3142803046
104	0.31347034
105	0.3127242285
106	0.3120327338
107	0.3110179034
108	0.3102393267
109	0.3095346224
110	0.3089165874
111	0.3082147416
112	0.3074304932
113	0.3068252086
114	0.306003213
115	0.3054361446
116	0.3048292079
117	0.3041362402
118	0.3032760153
119	0.302470035
120	0.3016757076
121	0.3010840911
122	0.3005380919
123	0.3000069214
124	0.2994331285
125	0.298924042
126	0.2984601126
127	0.2979471856
128	0.2974510544
129	0.2967514175
130	0.296305568
131	0.295797642
132	0.295316261
133	0.2948909657
134	0.2943733569
135	0.2937953878
136	0.2933036657
137	0.2929219729
138	0.2925075604
139	0.2919135617
140	0.2914710075
141	0.2910797944
142	0.2907209584
143	0.2903437197
144	0.2899008237
145	0.2893494553
146	0.2889761394
147	0.2886236931
148	0.288271834
149	0.2877903224
150	0.2872415536
151	0.2867597448
152	0.2864485462
153	0.285929362
154	0.2856027492
155	0.2852030671
156	0.284914549
157	0.284635091
158	0.284358903
159	0.284119488
160	0.2837876096
161	0.2834855973
162	0.2831435196
163	0.2827670457
164	0.2824646922
165	0.282175819
166	0.2819307375
167	0.2816788287
168	0.2812855851
169	0.2810663976
170	0.2806901307
171	0.2803979797
172	0.2801818407
173	0.2799579821
174	0.2796655952
175	0.2793101321
176	0.2790329212
177	0.2788369765
178	0.278589465
179	0.2783837929
180	0.2781691635
181	0.2778608585
182	0.2776318866
183	0.2773728422
184	0.2770655375
185	0.276892036
186	0.2767287692
187	0.276547181
188	0.2763178522
189	0.2761243882
190	0.2758765497
191	0.275670557
192	0.2753770826
193	0.2751548913
194	0.274965745
195	0.2746678443
196	0.2744930615
197	0.2743446558
198	0.2741736882
199	0.2740501988
200	0.2738656487
201	0.2735928386
202	0.2734548465
203	0.2732771641
204	0.2731216141
205	0.272967095
206	0.272767181
207	0.2726156804
208	0.2724645903
209	0.2723409595
210	0.272205745
211	0.272077491
212	0.2719347064
213	0.2717601098
214	0.2716306157
215	0.2714676083
216	0.2713393969
217	0.2712034158
218	0.2710201531
219	0.2708974326
220	0.2707251277
221	0.2705940683
222	0.2703953697
223	0.2701535541
224	0.2699924149
225	0.2697985374
226	0.2696898908
227	0.2695802598
228	0.2694388522
229	0.2692599856
230	0.2690746845
231	0.2689440577
232	0.2687242453
233	0.268577196
234	0.268473885
235	0.2683832324
236	0.2682629443
237	0.2681635802
238	0.2680668419
239	0.2679336669
240	0.2678304868
241	0.2677264744
242	0.2676096482
243	0.2675089297
244	0.2674162866
245	0.2672452748
246	0.2671504977
247	0.2670658354
248	0.2669526243
249	0.2668763781
250	0.2667951173
251	0.2666575831
252	0.2665608449
253	0.2664222473
254	0.2663205341
255	0.2661578292
256	0.2660388021
257	0.2659360826
258	0.2658294791
259	0.2657527312
260	0.26567573
261	0.2655977198
262	0.2655283412
263	0.2653979728
264	0.2652548942
265	0.2651121131
266	0.265018285
267	0.2649654914
268	0.2648582768
269	0.2647706262
270	0.2646809937
271	0.2646213906
272	0.2645318036
273	0.2644723753
274	0.2642993739
275	0.2641408835
276	0.2640751034
277	0.2639524169
278	0.2638816975
279	0.2637668054
280	0.26363626
281	0.2635877561
282	0.2635294079
283	0.2634110546
284	0.2633450642
285	0.2632894075
286	0.2632271069
287	0.2631659045
288	0.2631035843
289	0.2630454915
290	0.2629948177
291	0.262898009
292	0.2628020258
293	0.2627254315
294	0.262668892
295	0.2625911284
296	0.2624999861
297	0.2624631834
298	0.2623443683
299	0.262293396
300	0.2622026035
301	0.2621493697
302	0.2620968016
303	0.2620232058
304	0.2619288979
305	0.2618922174
306	0.2618425261
307	0.2617829177
308	0.2617450875
309	0.2616692788
310	0.2615691948
311	0.2615048486
312	0.2614604826
313	0.2614015218
314	0.2613411847
315	0.2612857365
316	0.2612204486
317	0.2611325192
318	0.2610569746
319	0.2610119344
320	0.2609568539
321	0.2609042501
322	0.2608378729
323	0.2607950081
324	0.2607514768
325	0.2607014853
326	0.2606382946
327	0.2605971726
328	0.2605211702
329	0.2604677373
330	0.2604181576
331	0.2603493622
332	0.260301846
333	0.2602620386
334	0.2602223634
335	0.2601804979
336	0.2600896025
337	0.2600438051
338	0.2599881057
339	0.259900935
340	0.2598448693
341	0.2598057689
342	0.2597776353
343	0.2597423377
344	0.2596868279
345	0.2595760455
346	0.2595367938
347	0.2594938016
348	0.2594188612
349	0.2593785595
350	0.259335713
351	0.2592610347
352	0.2592148298
353	0.2591673061
354	0.2590988818
355	0.2590506993
356	0.2590152381
357	0.2589564887
358	0.2589205589
359	0.2588627868
360	0.2588274088
361	0.2587915017
362	0.2587491184
363	0.2587019754
364	0.2586736105
365	0.2586392048
366	0.2586100317
367	0.2585653267
368	0.2585421797
369	0.2584536614
370	0.2583987833
371	0.2583489555
372	0.2583154095
373	0.2582807006
374	0.2582383294
375	0.2581562476
376	0.258110675
377	0.2580761857
378	0.257999237
379	0.2579393103
380	0.2579076194
381	0.2578664874
382	0.2578280218
383	0.2577886806
384	0.2577497123
385	0.2577078045
386	0.2576633332
387	0.2576039875
388	0.2575665163
389	0.2575300923
390	0.2574674363
391	0.2574203611
392	0.2573782685
393	0.257307265
394	0.2572808525
395	0.2572586109
396	0.2572198819
397	0.2571947945
398	0.2571615829
399	0.2571435053
400	0.2571060868
401	0.2570846859
402	0.2570437931
403	0.2570142623
404	0.2569718848
405	0.2569455315
406	0.2569296968
407	0.2569062698
408	0.2568630043
409	0.2568240105
410	0.2568001028
411	0.2567632972
412	0.2567146134
413	0.2566715987
414	0.256649397
415	0.2566082268
416	0.2565937677
417	0.2565562615
418	0.2565318351
419	0.2564968968
420	0.256455185
421	0.256420906
422	0.2563638487
423	0.2563319701
424	0.2563077918
425	0.2562891315
426	0.2562658191
427	0.2562483838
428	0.2562299487
429	0.2562005723
430	0.2561668089
431	0.2561404397
432	0.2561026127
433	0.2560449243
434	0.2560232554
435	0.2559974011
436	0.2559750972
437	0.2559296398
438	0.2559081858
439	0.2558878226
440	0.2558462828
441	0.2558144775
442	0.2557861407
443	0.2557450261
444	0.2557160969
445	0.2556937329
446	0.2556654637
447	0.2556518102
448	0.2556390704
449	0.2556036306
450	0.2555768965
451	0.2555548208
452	0.2555264877
453	0.2555036371
454	0.2554772073
455	0.2554444029
456	0.2554168236
457	0.2553906921
458	0.2553724006
459	0.2553553257
460	0.2553267047
461	0.2552989993
462	0.2552598025
463	0.2552377371
464	0.2551931613
465	0.2551550508
466	0.2551297146
467	0.2551105577
468	0.2550828938
469	0.2550676441
470	0.2550455107
471	0.2550134823
472	0.2549885522
473	0.2549655125
474	0.2549399828
475	0.2548987758
476	0.2548744482
477	0.2548387092
478	0.2548069832
479	0.2547757391
480	0.2547580554
481	0.2547409619
482	0.2547158488
483	0.2547009389
484	0.2546785126
485	0.2546567853
486	0.2546252354
487	0.2546110237
488	0.2545921864
489	0.2545614972
490	0.254539853
491	0.2545106804
492	0.2544851275
493	0.25447032
494	0.2544431802
495	0.25442996
496	0.2544172639
497	0.2543847102
498	0.2543652391
499	0.2543492575
500	0.2543265538
501	0.2543100915
502	0.2542898249
503	0.2542657546
504	0.2542575808
505	0.2542427445
506	0.2542314442
