iter	Logloss
0	0.6830380813
1	0.6737288383
2	0.6647497939
3	0.6560131414
4	0.6473661767
5	0.6386083242
6	0.629349273
7	0.6211134352
8	0.6132479289
9	0.6051435621
10	0.5973664678
11	0.5894478359
12	0.5820130068
13	0.5751211425
14	0.5683460522
15	0.5617797975
16	0.5550436116
17	0.5489127148
18	0.5428393308
19	0.5362712614
20	0.5305703899
21	0.5249600075
22	0.5189544987
23	0.5137155139
24	0.5086413092
25	0.5034205219
26	0.4986151325
27	0.4936157328
28	0.4888577832
29	0.4843138931
30	0.4796463199
31	0.4754497302
32	0.4713080336
33	0.4671246402
34	0.4627286609
35	0.4580616372
36	0.4541473008
37	0.4503170525
38	0.4463455925
39	0.442169382
40	0.4379014202
41	0.4338679405
42	0.4302927585
43	0.4270944463
44	0.4241065643
45	0.4210178774
46	0.4181353284
47	0.4153018306
48	0.4125028479
49	0.4095149622
50	0.4061752281
51	0.4029575548
52	0.4000614003
53	0.3973519522
54	0.3941454706
55	0.3914986393
56	0.3892171486
57	0.3869887419
58	0.3842471883
59	0.3817775192
60	0.3796398257
61	0.3773095635
62	0.3748091716
63	0.3721594697
64	0.3700319759
65	0.3681777729
66	0.3663673011
67	0.3645006464
68	0.3625308354
69	0.3603730581
70	0.3587709505
71	0.3566421443
72	0.3549036639
73	0.3534715834
74	0.3519721565
75	0.3500376293
76	0.3484798705
77	0.3471245948
78	0.3456840488
79	0.3440614455
80	0.3424867782
81	0.3407718617
82	0.3390871629
83	0.3374237715
84	0.3362604861
85	0.3351728642
86	0.3340231487
87	0.3325065286
88	0.3313577102
89	0.3298917752
90	0.3287401763
91	0.3277171308
92	0.3266639526
93	0.3256512508
94	0.3246426148
95	0.3236856156
96	0.3226163198
97	0.3216197803
98	0.3204782518
99	0.3196862469
100	0.318896233
101	0.3176838946
102	0.3168380098
103	0.3158885044
104	0.3150454271
105	0.314302975
106	0.3136423502
107	0.3128802253
108	0.3121881518
109	0.3113935955
110	0.3106773338
111	0.3099303001
112	0.3092478087
113	0.3083663594
114	0.3074755004
115	0.30664522
116	0.3060336549
117	0.3051504911
118	0.3045123279
119	0.3039784775
120	0.3033804657
121	0.3028001329
122	0.3022693781
123	0.3015954671
124	0.3008343252
125	0.3003299561
126	0.2997477504
127	0.2990515445
128	0.2985449143
129	0.2979537706
130	0.2975401326
131	0.29712431
