iter	Passed	Remaining
0	67	370172
1	128	349511
2	203	368264
3	273	372124
4	329	358352
5	390	354281
6	450	350000
7	508	345597
8	563	340640
9	614	334016
10	673	332881
11	731	331169
12	785	328053
13	835	323941
14	888	321543
15	940	319113
16	982	313620
17	1029	310326
18	1076	307522
19	1133	307337
20	1178	304264
21	1230	303270
22	1286	303171
23	1338	302280
24	1385	300408
25	1432	298549
26	1479	296950
27	1528	295682
28	1584	295883
29	1635	295191
30	1682	293912
31	1735	293515
32	1784	292711
33	1841	293052
34	1885	291477
35	1943	292018
36	1995	291628
37	2040	290282
38	2085	289099
39	2147	290158
40	2201	290169
41	2250	289514
42	2299	288894
43	2347	288198
44	2391	286932
45	2446	287126
46	2490	286053
47	2538	285469
48	2581	284324
49	2629	283741
50	2680	283483
51	2734	283559
52	2781	282970
53	2833	282832
54	2887	282970
55	2943	283274
56	2994	283069
57	3038	282251
58	3099	282909
59	3153	282995
60	3210	283345
61	3259	282981
62	3309	282700
63	3369	283335
64	3427	283679
65	3481	283738
66	3542	284335
67	3601	284764
68	3654	284730
69	3714	285195
70	3766	285120
71	3819	285052
72	3879	285493
73	3930	285279
74	3972	284465
75	4038	285266
76	4087	284924
77	4141	284980
78	4190	284666
79	4244	284663
80	4301	284873
81	4360	285175
82	4413	285121
83	4480	285930
84	4533	285849
85	4585	285771
86	4645	286089
87	4701	286202
88	4770	287067
89	4825	287103
90	4886	287518
91	4949	287970
92	4996	287564
93	5061	288141
94	5119	288298
95	5183	288817
96	5241	288987
97	5309	289707
98	5353	289100
99	5407	289008
100	5465	289208
101	5529	289656
102	5590	289956
103	5653	290314
104	5709	290377
105	5764	290329
106	5814	290052
107	5871	290151
108	5930	290330
109	6001	291092
110	6066	291536
111	6140	292383
112	6200	292592
113	6267	293104
114	6341	293897
115	6410	294499
116	6470	294677
117	6539	295203
118	6599	295357
119	6651	295157
120	6712	295362
121	6782	295931
122	6842	296065
123	6903	296250
124	6976	296910
125	7038	297107
126	7108	297672
127	7175	298044
128	7233	298087
129	7291	298103
130	7356	298419
131	7413	298383
132	7469	298348
133	7535	298656
134	7602	299028
