iter	MAE
0	0.08038798477
1	0.07930227356
2	0.07854028231
3	0.07760921147
4	0.07622815631
5	0.0755296594
6	0.07423008974
7	0.0736004211
8	0.07259216987
9	0.07172922839
10	0.07056141834
11	0.0696789041
12	0.06907462308
13	0.06839180233
14	0.06745993314
15	0.0670371043
16	0.06637683826
17	0.06579990012
18	0.0648851269
19	0.06442510564
20	0.0638652295
21	0.06310933415
22	0.06270531466
23	0.06213053285
24	0.06178744261
25	0.06135370845
26	0.06086718614
27	0.06047857947
28	0.06007983917
29	0.05969963658
30	0.05922615142
31	0.05889321749
32	0.05871259723
33	0.05836525507
34	0.05804058035
35	0.05767627159
36	0.057613857
37	0.05728478691
38	0.05695852444
39	0.05664551674
40	0.05634856687
41	0.0562234856
42	0.05596720274
43	0.05581243343
44	0.05557149595
45	0.05546026577
46	0.05530656933
47	0.05515338948
48	0.05493164605
49	0.05469806863
50	0.05459944669
51	0.05435685561
52	0.05426499135
53	0.05412488639
54	0.05394240331
55	0.05376799155
56	0.05369933775
57	0.05359383952
58	0.05344110263
59	0.05339549629
60	0.05332401473
61	0.05330836672
62	0.05327818619
63	0.05308919513
64	0.05303248125
65	0.05299822717
66	0.05284563496
67	0.05273912382
68	0.0525706314
69	0.05253174383
70	0.05245602019
71	0.05245593975
72	0.05227606498
73	0.05219881567
74	0.05209991125
75	0.0519321586
76	0.05184441606
77	0.05172024952
78	0.05166618729
79	0.0516171736
80	0.0515328063
81	0.05150597738
82	0.05141995465
83	0.05133044734
84	0.05124861088
85	0.05117363426
86	0.05114012179
87	0.05109192589
88	0.05102188234
89	0.05099462839
90	0.05086915717
91	0.05079333424
92	0.05069364137
93	0.05068251651
94	0.05063247661
95	0.05058287
96	0.05048998844
97	0.05041571896
98	0.05032279135
99	0.05026024206
100	0.050163202
101	0.05002727441
102	0.04991148954
103	0.04981862005
104	0.04972101812
105	0.04969497601
106	0.04960044012
107	0.049521341
108	0.04945949394
109	0.04934594056
110	0.04930066544
111	0.0491983308
112	0.04914080514
113	0.04903841641
114	0.04899050786
115	0.04894958731
116	0.04885936366
117	0.0487950934
118	0.04870456796
119	0.04869417282
120	0.04865936616
121	0.04862548738
122	0.04859601013
123	0.04853130062
124	0.04848129463
125	0.04841948229
126	0.0483946004
127	0.04833361213
128	0.04831492702
129	0.04827885087
130	0.04825250376
131	0.04817027316
132	0.0481308777
133	0.04811339545
134	0.04809095211
135	0.04807241587
136	0.04802659561
137	0.04793366492
138	0.04791161296
139	0.04791161184
140	0.04780052268
141	0.04774171022
142	0.04769618949
143	0.04768719595
144	0.04766511387
145	0.04764287933
146	0.04758838081
147	0.04751378753
148	0.04749837693
149	0.04748348457
150	0.04744125913
151	0.04743054308
152	0.04740801186
153	0.04737991743
154	0.04732499593
155	0.04731497388
156	0.04728833269
157	0.04722746448
158	0.04717059704
159	0.04715183339
160	0.04713584839
161	0.04708142936
162	0.04704406349
163	0.04700743239
164	0.04690590994
165	0.04688355364
166	0.04685088859
167	0.04680145601
168	0.04677111151
169	0.04675211235
170	0.04667097141
171	0.04660482739
172	0.04656398587
173	0.04645760817
174	0.04644628142
175	0.0464412983
176	0.04637772344
177	0.04634345653
178	0.04632227185
179	0.04628228965
180	0.04627635305
181	0.04619965705
182	0.04615423643
183	0.04611940187
184	0.04610593832
185	0.04602676517
186	0.04600352021
187	0.04597229701
188	0.04595000425
189	0.0459422047
190	0.04592806044
191	0.0458960902
192	0.04583608309
193	0.04579337585
194	0.04578638258
195	0.04576138098
196	0.04574231723
197	0.0457045896
198	0.04565651737
199	0.04562853947
200	0.04559624667
201	0.0455459562
202	0.04551593651
203	0.04544489414
204	0.04537729925
205	0.04533770126
206	0.045287596
207	0.04527520224
208	0.04526410878
209	0.0451726329
210	0.04511876689
211	0.04508436959
212	0.0450398488
213	0.04501858027
214	0.04497562711
215	0.04495033557
216	0.04491884945
217	0.0448972322
218	0.04488840806
219	0.04483332223
220	0.04482025357
221	0.04479493085
222	0.04471957315
223	0.04471401944
224	0.04470070943
225	0.04460593181
226	0.04457351807
227	0.0445584254
228	0.04447327269
229	0.04446679822
230	0.04441444037
231	0.04438863761
232	0.04438401708
233	0.04436805323
234	0.04431172598
235	0.04430387812
236	0.04428790431
237	0.0442430657
238	0.04416711724
239	0.04415859287
240	0.04412788146
241	0.04409210007
242	0.04406395694
243	0.04402900387
244	0.04399983891
245	0.04396485918
246	0.04392896567
247	0.04390770734
248	0.04388940319
249	0.04384419842
250	0.04382603073
251	0.0437690562
252	0.04373260902
253	0.04370003713
254	0.04366558184
255	0.04364322749
256	0.04360029827
257	0.04354700694
258	0.04354009366
259	0.04348183186
260	0.04343807216
261	0.0434342574
262	0.04342106311
263	0.04341797649
264	0.0433827226
265	0.04337403474
266	0.04334430144
267	0.04333792455
268	0.04332976714
269	0.04331924485
270	0.04328937793
271	0.04326772357
272	0.04325371194
273	0.04323690694
274	0.04319813989
275	0.04317984789
276	0.04311920866
277	0.0431175514
278	0.04303600113
279	0.04300425357
280	0.04293860677
281	0.04292660197
282	0.04291826106
283	0.04289379945
284	0.04286897749
285	0.04284835765
286	0.04281745527
287	0.04280508014
288	0.04279401375
289	0.04277871646
290	0.0427717516
291	0.0427253254
292	0.04270812187
293	0.0426855221
294	0.04261011096
295	0.04259818628
296	0.04259650763
297	0.04255946182
298	0.04251165826
299	0.04250786258
300	0.04244892892
301	0.042414263
302	0.04240021418
303	0.04238261321
304	0.04236684421
305	0.04228040798
306	0.04225742922
307	0.04222483639
308	0.04221788118
309	0.04219296809
310	0.04217062166
311	0.04214354065
312	0.04213294404
313	0.04206606764
314	0.0420299185
315	0.04202324417
316	0.0420009061
317	0.04195720878
318	0.04194014662
319	0.04191079836
320	0.04187296875
321	0.04181763918
322	0.04179207537
323	0.041754272
324	0.04174436679
325	0.04169525086
326	0.04168308018
327	0.04166566358
328	0.04165979284
329	0.04161875846
330	0.04158747696
331	0.04157796501
332	0.04153170721
333	0.04152039578
334	0.04151030607
335	0.04149087562
336	0.0414617497
337	0.04141448408
338	0.04138024703
339	0.04137329036
340	0.04132898974
341	0.041311709
342	0.04130543867
343	0.0412750425
344	0.04123794636
345	0.04117102747
346	0.04115286252
347	0.04114811626
348	0.04113629871
349	0.04112802612
350	0.04109726597
351	0.0410578861
352	0.04102966596
