iter	Logloss
0	0.6831917802
1	0.672791652
2	0.6627941257
3	0.6529785014
4	0.6443658523
5	0.6356216194
6	0.6272773361
7	0.6192630483
8	0.6113905413
9	0.6030044452
10	0.5946027936
11	0.5874507373
12	0.5805732048
13	0.5738596355
14	0.5671833159
15	0.5602304903
16	0.5534701263
17	0.5471337168
18	0.5408591882
19	0.5350774929
20	0.529597947
21	0.523756839
22	0.5182912408
23	0.5130261319
24	0.5075704955
25	0.5020692821
26	0.4972730246
27	0.4916742361
28	0.4865041267
29	0.4817693359
30	0.4774701626
31	0.4733293098
32	0.4690111973
33	0.4639272387
34	0.459181441
35	0.4551826275
36	0.4509321779
37	0.4467695973
38	0.4432292315
39	0.4397019666
40	0.4355065723
41	0.4315873473
42	0.4281031974
43	0.4242852172
44	0.4211435898
45	0.4182849983
46	0.4151651093
47	0.4118093175
48	0.4085600472
49	0.4057338177
50	0.4029677003
51	0.3997274668
52	0.3973350656
53	0.394182636
54	0.391150186
55	0.3886496874
56	0.3858919176
57	0.3836983808
58	0.3815570226
59	0.3794250736
60	0.3773172728
61	0.3752640666
62	0.3733057957
63	0.3711646811
64	0.3688265881
65	0.366823745
66	0.3650077288
67	0.363251513
68	0.3610709401
69	0.3588213284
70	0.3570896324
71	0.3549635131
72	0.3532027753
73	0.3516082443
74	0.3501761374
75	0.3486801203
76	0.3472380766
77	0.3455724336
78	0.3440109401
79	0.3426417552
80	0.3414205125
81	0.3398261361
82	0.3384574565
83	0.3372458022
84	0.3356694558
85	0.3341187682
86	0.3328958236
87	0.3317213745
88	0.3302767338
89	0.3289313707
90	0.3278817817
91	0.3268128366
92	0.32561116
93	0.3246087344
94	0.3236456274
95	0.3223939856
96	0.3211921092
97	0.320340245
98	0.3192500817
99	0.3184682635
100	0.3176811487
101	0.3168272043
102	0.3157804717
103	0.314934812
104	0.314163169
105	0.3131505192
106	0.3124112273
107	0.3116817048
108	0.3107262394
109	0.3100853863
110	0.3093979005
111	0.30837576
112	0.3075614646
113	0.3068902202
114	0.3063062382
115	0.3056911591
116	0.305059959
117	0.3043873557
118	0.3035808835
119	0.3028066905
120	0.3019841595
121	0.3013420347
122	0.3008206604
123	0.3002629624
124	0.2995750556
125	0.2991108072
126	0.2986228941
127	0.2981119811
128	0.2975847569
129	0.2969160074
130	0.296444745
131	0.2959938207
132	0.29551324
133	0.2950401489
134	0.2946128303
135	0.2939939432
136	0.2933956764
137	0.2929784402
138	0.2925771523
139	0.2920547445
140	0.2916004823
141	0.2912174092
142	0.290845111
143	0.2903271778
144	0.2899621056
145	0.2896412151
146	0.2892498568
147	0.2889050173
148	0.2885044527
149	0.2880373439
150	0.2875832083
151	0.2872663239
152	0.2869348499
153	0.2866533338
154	0.2863258308
155	0.2860565018
156	0.2856069659
157	0.2853385896
158	0.2850575436
159	0.2847326546
160	0.2844443591
161	0.284148646
162	0.283844638
163	0.2834848562
164	0.2832244199
165	0.2829685079
166	0.2825906211
167	0.282345877
168	0.282103894
169	0.281837249
170	0.2815819873
171	0.2812562841
172	0.2810162046
173	0.2808021677
174	0.2805396445
175	0.2803071619
176	0.2800963446
177	0.2797805666
178	0.2794846788
179	0.2792537531
180	0.2790551214
181	0.2788826257
182	0.2786162509
183	0.2782974022
184	0.2780992274
185	0.2778500249
186	0.2777066352
187	0.2774231209
188	0.2771690819
189	0.2769611406
190	0.2767177499
191	0.276526097
192	0.2763628767
193	0.2761654824
194	0.2759992843
195	0.2757445147
196	0.275482457
197	0.2753303292
198	0.275053096
199	0.2748902244
200	0.2746794079
201	0.274539137
202	0.2743864315
203	0.2742073848
204	0.2740733436
205	0.2739371507
206	0.2737935428
207	0.2736194096
208	0.273421155
209	0.2732915437
210	0.2731482174
211	0.2729511722
212	0.2728411428
213	0.272654425
214	0.2724266079
215	0.2721713918
216	0.2720328698
217	0.2719078019
218	0.2717596998
219	0.2716105256
220	0.2714777522
221	0.2713691307
222	0.271221563
223	0.2711138395
224	0.2709185911
225	0.2707401096
226	0.2706251913
227	0.2705103196
228	0.2703974063
229	0.2702131268
230	0.2700807208
231	0.2699076876
232	0.2698086371
233	0.2696525592
234	0.2695458266
235	0.2694669988
236	0.2693672141
237	0.2692689661
238	0.2691520306
239	0.2689929634
240	0.2688932583
241	0.268803564
242	0.2686663053
243	0.2685088483
244	0.2684029666
